云南移动IPTV,#genre#
船山综合,http://111.6.169.89/live.rxip.sc96655.com/live/csxw_2000.m3u8
南充综合,http://111.6.169.89/live.rxip.sc96655.com/live/ncxwzh_2000.m3u8
达州新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/dzxwzh_2000.m3u8
达州公共,http://111.6.169.89/live.rxip.sc96655.com/live/dzgg_2000.m3u8
广安新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/gaxwzh_2000.m3u8
广安公共,http://111.6.169.89/live.rxip.sc96655.com/live/gagg_2000.m3u8
阆中综合,http://111.6.169.89/live.rxip.sc96655.com/live/lzxw_2000.m3u8
仪陇新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/ylxw_2000.m3u8
南部新闻,http://111.6.169.89/live.rxip.sc96655.com/live/nbxw_2000.m3u8
营山综合,http://111.6.169.89/live.rxip.sc96655.com/live/ysxw_2000.m3u8
青川新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/qcxwzhH265_4000.m3u8
昭化综合,http://111.6.169.89/live.rxip.sc96655.com/live/zhxwzh_2000.m3u8
剑阁综合,http://111.6.169.89/live.rxip.sc96655.com/live/jgxwzhH265_4000.m3u8
旺苍新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/wcxwzhH265_4000.m3u8
朝天新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/ctxwzh_2000.m3u8
合江新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/hjxw_2000.m3u8
叙永电视台,http://111.6.169.89/live.rxip.sc96655.com/live/xyxw_2000.m3u8
纳溪一套,http://111.6.169.89/live.rxip.sc96655.com/live/nxxw_2000.m3u8
广安新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/gaxwzh_2000.m3u8
广安公共,http://111.6.169.89/live.rxip.sc96655.com/live/gagg_2000.m3u8
广安电视台,http://111.6.169.89/live.rxip.sc96655.com/live/gaqxw_2000.m3u8
岳池综合,http://111.6.169.89/live.rxip.sc96655.com/live/ycxw_2000.m3u8
华蓥综合,http://111.6.169.89/live.rxip.sc96655.com/live/hyxw_2000.m3u8
前锋综合,http://111.6.169.89/live.rxip.sc96655.com/live/qfxw_2000.m3u8
邻水综合,http://111.6.169.89/live.rxip.sc96655.com/live/lsxw_2000.m3u8
安居综合,http://111.6.169.89/live.rxip.sc96655.com/live/ajxw_2000.m3u8
达川电视台,http://111.6.169.89/live.rxip.sc96655.com/live/dcxwzh_2000.m3u8
渠县新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/qxxwzh_2000.m3u8
宣汉新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/xhxwzh_2000.m3u8
开江新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/kjxwzh_2000.m3u8
万源综合,http://111.6.169.89/live.rxip.sc96655.com/live/wyxwzh_2000.m3u8
自贡新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/zgxw_4000.m3u8
自贡公共,http://111.6.169.89/live.rxip.sc96655.com/live/zggg_4000.m3u8
富顺综合,http://111.6.169.89/live.rxip.sc96655.com/live/fszh_2000.m3u8
内江综合,http://111.6.169.89/live.rxip.sc96655.com/live/njzh_4000.m3u8
内江公共,http://111.6.169.89/live.rxip.sc96655.com/live/njgg_4000.m3u8
资阳新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/zyxwzh_2000.m3u8
雁江综合,http://111.6.169.89/live.rxip.sc96655.com/live/yjxw_2000.m3u8
凉山新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/lsxw_2000.m3u8
普格新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/pgxwzh_2000.m3u8
米易综合,http://111.6.169.89/live.rxip.sc96655.com/live/myxwzh_2000.m3u8
浦江综合,http://111.6.169.89/live.rxip.sc96655.com/live/pjxw_4000.m3u8
甘孜新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/gzxwzh_2000.m3u8
武胜综合,http://111.6.169.89/live.rxip.sc96655.com/live/wsxw_2000.m3u8
蓬溪新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/pxxw_2000.m3u8
青神综合,http://111.6.169.89/live.rxip.sc96655.com/live/qszh_2000.m3u8
彭山综合,http://111.6.169.89/live.rxip.sc96655.com/live/pszh_2000.m3u8
西充新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/xczh_2000.m3u8
蓬安综合,http://111.6.169.89/live.rxip.sc96655.com/live/pazh_2000.m3u8
高县综合,http://111.6.169.89/live.rxip.sc96655.com/live/gxt_2000.m3u8
攀枝花新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/pzhytH265_4000.m3u8
攀钢新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/pgxwzh_2000.m3u8
宜宾县电视台,http://111.6.169.89/live.rxip.sc96655.com/live/ybx_2000.m3u8
什邡县电视台,http://111.6.169.89/live.rxip.sc96655.com/live/sfx_2000.m3u8
雅安雨城,http://111.6.169.89/live.rxip.sc96655.com/live/ycpd_2000.m3u8
简阳新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/jyxwzh_2000.m3u8
通川区电视台,http://111.6.169.89/live.rxip.sc96655.com/live/tcq_2000.m3u8
荣县综合,http://111.6.169.89/live.rxip.sc96655.com/live/rxzh_2000.m3u8
江安电视台,http://111.6.169.89/live.rxip.sc96655.com/live/jat_2000.m3u8
金牛电视台,http://111.6.169.89/live.rxip.sc96655.com/live/jnyx_2000.m3u8
盐边电视台,http://111.6.169.89/live.rxip.sc96655.com/live/ybtgq_2000.m3u8
成都高新区电视台,http://111.6.169.89/live.rxip.sc96655.com/live/cdgxdstgq_2000.m3u8
郫县新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/pxds1_2000.m3u8
荥经电视台,http://111.6.169.89/live.rxip.sc96655.com/live/xjdst_2000.m3u8
洪雅新闻综合,http://111.6.169.89/live.rxip.sc96655.com/live/hyzh_2000.m3u8
直播中国,#genre#
安徽池州九华山风景区拜经台,http://gcksc.v.kcdnvip.com/gc/jhs02_1/index.m3u8
安徽池州九华山风景区花台,http://gcksc.v.kcdnvip.com/gc/jhs01_1/index.m3u8
安徽池州九华山风景区九华山,http://gcksc.v.kcdnvip.com/gc/jhs05_1/index.m3u8
安徽金寨大湾村,http://gccncc.v.wscdns.com/gc/szgk01_1/index.m3u8
安徽金寨大湾村,http://gcksc.v.kcdnvip.com/gc/szgk01_1/index.m3u8
安徽黟县宏村南湖,http://gcksc.v.kcdnvip.com/gc/yxhcyz_1/index.m3u8
安徽黟县宏村月沼,http://gcksc.v.kcdnvip.com/gc/yxhcyz_1/index.m3u8
安徽黟县芦村远眺,http://gcksc.v.kcdnvip.com/gc/yxlcyt_1/index.m3u8
安徽黟县西递半山亭,http://gcksc.v.kcdnvip.com/gc/yxxdbst_1/index.m3u8
安徽黟县西递牌坊,http://gcksc.v.kcdnvip.com/gc/yxxdpf_1/index.m3u8
八达岭长城北十楼,http://gcksc.v.kcdnvip.com/gc/bgwn10_1/index.m3u8
八达岭长城南七楼,http://gcksc.v.kcdnvip.com/gc/bgws7_1/index.m3u8
八里沟风景区桃花湾瀑布,http://gcksc.v.kcdnvip.com/gc/blg05_1/index.m3u8
八里沟风景区天界山玻璃栈道,http://gcksc.v.kcdnvip.com/gc/blg03_1/index.m3u8
趵突泉,http://gcksc.v.kcdnvip.com/gc/btq01_1/index.m3u8
丹霞山丹梯铁锁,http://gcksc.v.kcdnvip.com/gc/dxsdtts_1/index.m3u8
丹霞山韶音亭,http://gcksc.v.kcdnvip.com/gc/dxssyt_1/index.m3u8
都江堰鱼嘴,http://gcksc.v.kcdnvip.com/gc/djyqyl1_1/index.m3u8
凤凰古城东关门,http://gcksc.v.kcdnvip.com/gc/fhgcdgm_1/index.m3u8
凤凰古城南华山,http://gcksc.v.kcdnvip.com/gc/fhgcdnhs_1/index.m3u8
福建宁德太姥山景区,http://gcksc.v.kcdnvip.com/gc/tms01_1/index.m3u8
福建武夷山玉女峰,http://gcksc.v.kcdnvip.com/gc/wysynf_1/index.m3u8
福建漳州六鳌翡翠湾,http://gcksc.v.kcdnvip.com/gc/fcw01_1/index.m3u8
福建漳州醉美沙滩翡翠湾,http://gcksc.v.kcdnvip.com/gc/fcw03_1/index.m3u8
广西桂林漓江景区,http://gcksc.v.kcdnvip.com/gc/gllj01_1/index.m3u8
广西玉林大容山莲花山顶,http://gcksc.v.kcdnvip.com/gc/drs01_1/index.m3u8
贵州省兴义市马岭河峡谷,http://gcksc.v.kcdnvip.com/gc/xymlh_1/index.m3u8
贵州省兴义市万峰林,http://gcksc.v.kcdnvip.com/gc/xywfl_1/index.m3u8
贵州省贞丰市双乳峰景区,http://gcksc.v.kcdnvip.com/gc/xysrf_1/index.m3u8
桂林象山公园,http://gcksc.v.kcdnvip.com/gc/glxs01_1/index.m3u8
国家游泳中心(水立方),http://gcksc.v.kcdnvip.com/gccntv241-slf01_1/index.m3u8
河北张北德胜村,http://gccncc.v.wscdns.com/gc/pygc01_1/index.m3u8
河北张北德胜村,http://gcksc.v.kcdnvip.com/gc/pygc01_1/index.m3u8
河南郑东新区千玺广场,http://gcksc.v.kcdnvip.com/gc/zdxq01_1/index.m3u8
恒山悬空寺全景,http://gcksc.v.kcdnvip.com/gc/hsxksqj_1/index.m3u8
恒宗,http://gcksc.v.kcdnvip.com/gc/hsxkssqdzrqj_1/index.m3u8
湖南张家界阿凡达悬浮山,http://gccncc.v.wscdns.com/gc/zjjafdxfs_1/index.m3u8
湖南张家界阿凡达悬浮山,http://gcksc.v.kcdnvip.com/gc/zjjafdxfs_1/index.m3u8
湖南张家界宝峰湖,http://gccncc.v.wscdns.com/gc/zjjbfh_1/index.m3u8
湖南张家界宝峰湖,http://gcksc.v.kcdnvip.com/gc/zjjbfh_1/index.m3u8
湖南张家界将军列队,http://gccncc.v.wscdns.com/gc/zjjjjdl_1/index.m3u8
湖南张家界将军列队,http://gcksc.v.kcdnvip.com/gc/zjjjjdl_1/index.m3u8
湖南张家界迷魂台,http://gccncc.v.wscdns.com/gc/zjjmht_1/index.m3u8
湖南张家界迷魂台,http://gcksc.v.kcdnvip.com/gc/zjjmht_1/index.m3u8
湖南张家界水绕四门,http://gccncc.v.wscdns.com/gc/zjjsrsm_1/index.m3u8
湖南张家界水绕四门,http://gcksc.v.kcdnvip.com/gc/zjjsrsm_1/index.m3u8
湖南张家界天门山天空步道,http://gcksc.v.kcdnvip.com/gc/tms02_1/index.m3u8
湖南张家界天门山天门洞,http://gcksc.v.kcdnvip.com/gc/tmstmd01_1/index.m3u8
湖南张家界天门山西线玻璃栈道,http://gcksc.v.kcdnvip.com/gc/tms05_1/index.m3u8
湖南张家界天门山云梦仙顶,http://gcksc.v.kcdnvip.com/gc/tms04_1/index.m3u8
湖南张家界御笔峰,http://gccncc.v.wscdns.com/gc/zjjybf_1/index.m3u8
湖南张家界御笔峰,http://gcksc.v.kcdnvip.com/gc/zjjybf_1/index.m3u8
华山,http://gcksc.v.kcdnvip.com/gc/hkhs01_1/index.m3u8
黄果树六角亭瀑布,http://gcksc.v.kcdnvip.com/gc/hgsspzxdpb_1/index.m3u8
黄果树银链坠潭瀑布,http://gcksc.v.kcdnvip.com/gc/hgsylztpb_1/index.m3u8
黄花城水长城01,http://gcksc.v.kcdnvip.com/gc/wgw01_1/index.m3u8
黄花城水长城02,http://gcksc.v.kcdnvip.com/gc/wgw02_1/index.m3u8
黄花城水长城03,http://gcksc.v.kcdnvip.com/gc/wgw03_1/index.m3u8
黄花城水长城04,http://gcksc.v.kcdnvip.com/gc/wgw04_1/index.m3u8
黄龙,http://gcksc.v.kcdnvip.com/gc/hlzycc_1/index.m3u8
黄山,http://gcksc.v.kcdnvip.com/gc/ahhs01_1/index.m3u8
黄山飞来石,http://gcksc.v.kcdnvip.com/gc/hsptgy_1/index.m3u8
黄山光明顶,http://gcksc.v.kcdnvip.com/gc/hsgmd_1/index.m3u8
黄山梦笔生花,http://gcksc.v.kcdnvip.com/gc/hsmbsh_1/index.m3u8
黄山排云亭,http://gcksc.v.kcdnvip.com/gc/hspyt_1/index.m3u8
黄山平天矼,http://gcksc.v.kcdnvip.com/gc/hsptgz_1/index.m3u8
黄山始信新道,http://gcksc.v.kcdnvip.com/gc/hsyg_1/index.m3u8
黄山卧云峰,http://gcksc.v.kcdnvip.com/gc/hswlf_1/index.m3u8
江苏南京牛首山,http://gcksc.v.kcdnvip.com/gc/nss01_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台南,http://gcksc.v.kcdnvip.com/gc/ylh03_1/index.m3u8
江苏徐州云龙湖风景区云龙山观景台西,http://gcksc.v.kcdnvip.com/gc/ylh04_1/index.m3u8
江西井冈山神山村,http://gccncc.v.wscdns.com/gc/wysyxdhp_1/index.m3u8
江西井冈山神山村,http://gcksc.v.kcdnvip.com/gc/wysyxdhp_1/index.m3u8
江西龙虎山山涧栈道,http://gcksc.v.kcdnvip.com/gc/lhssjzd_1/index.m3u8
江西龙虎山中间水泡,http://gcksc.v.kcdnvip.com/gc/lhszjsp_1/index.m3u8
乐山大佛全景,http://gcksc.v.kcdnvip.com/gc/lsdfgfl_1/index.m3u8
丽江古城大水车,http://gcksc.v.kcdnvip.com/gc/ljgcdsc_1/index.m3u8
丽江古城大研花巷观景,http://gcksc.v.kcdnvip.com/gc/ljgcdyhxgjt_1/index.m3u8
丽江古城万古楼遥望玉龙雪山,http://gcksc.v.kcdnvip.com/gc/ljgcwglytylxs_1/index.m3u8
六盘山红军长征景区,http://gcksc.v.kcdnvip.com/gc/lpsgmjng01_1/index.m3u8
鸣沙山,http://gcksc.v.kcdnvip.com/gc/dhyyqst_1/index.m3u8
鸣沙山山门,http://gcksc.v.kcdnvip.com/gc/dhyyqyyq_1/index.m3u8
南京玄武湖公园,http://gcksc.v.kcdnvip.com/gc/xwh01_1/index.m3u8
南天一柱,http://gcksc.v.kcdnvip.com/gc/tyhjntyz_1/index.m3u8
宁夏黄河大峡谷,http://gcksc.v.kcdnvip.com/gc/hhdxg01_1/index.m3u8
宁夏沙坡头大漠孤烟,http://gcksc.v.kcdnvip.com/gc/nxsptdmgy_1/index.m3u8
宁夏沙坡头黄河漂流,http://gcksc.v.kcdnvip.com/gc/nxspthhpl_1/index.m3u8
宁夏沙坡头长河落日,http://gcksc.v.kcdnvip.com/gc/nxsptdmgychlr_1/index.m3u8
平山湖大峡谷石林,http://gcksc.v.kcdnvip.com/gc/pshdxg02_1/index.m3u8
普陀山,http://gcksc.v.kcdnvip.com/gc/pts01_1/index.m3u8
青岛崂山八水河,http://gcksc.v.kcdnvip.com/gc/qdls02_1/index.m3u8
青岛崂山灵旗峰,http://gcksc.v.kcdnvip.com/gc/qdls01_1/index.m3u8
青岛崂山双福,http://gcksc.v.kcdnvip.com/gc/qdls03_1/index.m3u8
青岛崂山太清,http://gcksc.v.kcdnvip.com/gc/qdls04_1/index.m3u8
日月石,http://gcksc.v.kcdnvip.com/gc/tyhjrys_1/index.m3u8
三亚南山文化旅游区海上观音,http://gcksc.v.kcdnvip.com/gc/syns01_1/index.m3u8
厦门鼓浪屿,http://gcksc.v.kcdnvip.com/gc/gly01_1/index.m3u8
山西苛岚宋家沟新村,http://gccncc.v.wscdns.com/gc/wysdhpcy_1/index.m3u8
山西苛岚宋家沟新村,http://gcksc.v.kcdnvip.com/gc/wysdhpcy_1/index.m3u8
陕西洋县国宝朱鹮01,http://gcksc.v.kcdnvip.com/gc/zhhd01_1/index.m3u8
陕西洋县国宝朱鹮02,http://gcksc.v.kcdnvip.com/gc/zh02_1/index.m3u8
陕西洋县国宝朱鹮03,http://gcksc.v.kcdnvip.com/gc/zh03_1/index.m3u8
陕西洋县国宝朱鹮04,http://gcksc.v.kcdnvip.com/gc/zh04_1/index.m3u8
深圳世界之窗文化主题公园,http://gcksc.v.kcdnvip.com/gc/sjzc01_1/index.m3u8
神农架金丝猴01,http://gcksc.v.kcdnvip.com/gc/jshhd01_1/index.m3u8
狮子山鸟瞰丽江古城,http://gcksc.v.kcdnvip.com/gc/ljgcszsnkgc_1/index.m3u8
十八洞村,http://gcksc.v.kcdnvip.com/gc/sbd01_1/index.m3u8
四川峨眉山普贤菩萨铜像,http://gccncc.v.wscdns.com/gc/emspxps_1/index.m3u8
四川峨眉山普贤菩萨铜像,http://gcksc.v.kcdnvip.com/gc/emspxps_1/index.m3u8
四川峨眉山远眺贡嘎雪山,http://gccncc.v.wscdns.com/gc/emsyh_1/index.m3u8
四川峨眉山远眺贡嘎雪山,http://gcksc.v.kcdnvip.com/gc/emsyh_1/index.m3u8
四川峨眉山远眺万佛顶,http://gccncc.v.wscdns.com/gc/emswfs_1/index.m3u8
四川峨眉山远眺万佛顶,http://gcksc.v.kcdnvip.com/gc/emswfs_1/index.m3u8
四川峨眉山云海日出,http://gccncc.v.wscdns.com/gc/emsarm_1/index.m3u8
四川峨眉山云海日出,http://gcksc.v.kcdnvip.com/gc/emsarm_1/index.m3u8
四川四姑娘山隆珠措,http://gcksc.v.kcdnvip.com/gc/sgns02_1/index.m3u8
四川四姑娘山幺妹峰,http://gcksc.v.kcdnvip.com/gc/sgns01_1/index.m3u8
四川西昌邛海景区,http://gcksc.v.kcdnvip.com/gc/xcqh01_1/index.m3u8
嵩山少林寺广场,http://gcksc.v.kcdnvip.com/gc/zsslsgc_1/index.m3u8
泰山白云亭悬崖,http://gcksc.v.kcdnvip.com/gc/hkts02_1/index.m3u8
泰山碧霞祠,http://gcksc.v.kcdnvip.com/gc/hkts03_1/index.m3u8
泰山大观峰,http://gcksc.v.kcdnvip.com/gc/taishan03_1/index.m3u8
泰山拱北石,http://gcksc.v.kcdnvip.com/gc/taishan04_1/index.m3u8
泰山经石峪,http://gcksc.v.kcdnvip.com/gc/hkts04_1/index.m3u8
泰山龙潭水库,http://gcksc.v.kcdnvip.com/gc/hkts06_1/index.m3u8
泰山南天门,http://gcksc.v.kcdnvip.com/gc/hkts07_1/index.m3u8
泰山扇子崖,http://gcksc.v.kcdnvip.com/gc/hkts08_1/index.m3u8
泰山十八盘,http://gcksc.v.kcdnvip.com/gc/taishan05_1/index.m3u8
泰山太平岭,http://gcksc.v.kcdnvip.com/gc/hkts09_1/index.m3u8
泰山天街,http://gcksc.v.kcdnvip.com/gc/taishan07_1/index.m3u8
泰山望人松,http://gcksc.v.kcdnvip.com/gc/taishan02_1/index.m3u8
泰山玉皇顶,http://gcksc.v.kcdnvip.com/gc/taishan06_1/index.m3u8
泰山玉皇顶东,http://gcksc.v.kcdnvip.com/gc/hkts10_1/index.m3u8
泰山玉皇顶西,http://gcksc.v.kcdnvip.com/gc/hkts11_1/index.m3u8
泰山主峰,http://gcksc.v.kcdnvip.com/gc/taishan01_1/index.m3u8
天津海河,http://gcksc.v.kcdnvip.com/gc/tjhh01_1/index.m3u8
天津之眼,http://gcksc.v.kcdnvip.com/gc/tjhh01_1/index.m3u8
天涯鸟瞰,http://gcksc.v.kcdnvip.com/gc/tyhjtynl_1/index.m3u8
天涯石,http://gcksc.v.kcdnvip.com/gc/tyhjtys_1/index.m3u8
望乡台,http://gcksc.v.kcdnvip.com/gc/hlwxt_1/index.m3u8
为天使护航,http://gcksc.v.kcdnvip.com/gc/zsslsfwsgz_1/index.m3u8
汶川映秀新城,http://gcksc.v.kcdnvip.com/gc/wcyxxc01_1/index.m3u8
乌镇蓝印花布,http://gcksc.v.kcdnvip.com/gc/zjwzlyhb_1/index.m3u8
乌镇龙形田,http://gcksc.v.kcdnvip.com/gc/zjwzlxt_1/index.m3u8
乌镇全景,http://gcksc.v.kcdnvip.com/gc/zjwzblt_1/index.m3u8
乌镇西市河,http://gcksc.v.kcdnvip.com/gc/zjwzbblh_1/index.m3u8
五彩池,http://gcksc.v.kcdnvip.com/gc/hlwcc_1/index.m3u8
婺源01,http://gcksc.v.kcdnvip.com/gc/wygjt1_1/index.m3u8
洗身洞,http://gcksc.v.kcdnvip.com/gc/hlxsd_1/index.m3u8
仙都风景区,http://gcksc.v.kcdnvip.com/gc/xdfjq01_1/index.m3u8
新疆天山(灯杆山),http://gcksc.v.kcdnvip.com/gc/xjtcdgs_1/index.m3u8
新疆天山(定海神针),http://gcksc.v.kcdnvip.com/gc/xjtcdhsz_1/index.m3u8
新疆天山(海西平台),http://gccncc.v.wscdns.com/gc/xjtchxpt_1/index.m3u8
新疆天山(海西平台),http://gcksc.v.kcdnvip.com/gc/xjtchxpt_1/index.m3u8
新疆天山(马牙山),http://gcksc.v.kcdnvip.com/gc/xjtcmys_1/index.m3u8
悬空寺侧景,http://gcksc.v.kcdnvip.com/gc/hsxkssqdzrqj_1/index.m3u8
雪乡大石碑,http://gcksc.v.kcdnvip.com/gc/mdjxxdsb_1/index.m3u8
雪乡梦幻家园,http://gcksc.v.kcdnvip.com/gc/mdjxxmhjyxj_1/index.m3u8
雪乡梦幻家园观景台,http://gcksc.v.kcdnvip.com/gc/mdjxxmhjygjt_1/index.m3u8
月牙泉,http://gcksc.v.kcdnvip.com/gc/dhyyqsm_1/index.m3u8
云南白沙远眺玉龙雪山,http://gcksc.v.kcdnvip.com/gc/hkylxs03_1/index.m3u8
云南大理崇圣寺三塔湖面,http://gcksc.v.kcdnvip.com/gc/dlst02_1/index.m3u8
云南大理崇圣寺三塔远景,http://gcksc.v.kcdnvip.com/gc/dlst01_1/index.m3u8
云南大理崇圣寺三塔中景,http://gcksc.v.kcdnvip.com/gc/dlst03_1/index.m3u8
云南红河哈尼梯田多依树景点,http://gcksc.v.kcdnvip.com/gc/hnttdysjd_1/index.m3u8
云南红河哈尼梯田老虎嘴,http://gcksc.v.kcdnvip.com/gc/hnttlhzjd_1/index.m3u8
云南红河哈尼梯田普高老寨,http://gcksc.v.kcdnvip.com/gc/hnttpgsz_1/index.m3u8
云南丽江白水台,http://gcksc.v.kcdnvip.com/gc/hkylxs07_1/index.m3u8
云南丽江冰川,http://gcksc.v.kcdnvip.com/gc/hkylxs05_1/index.m3u8
云南丽江高尔夫,http://gcksc.v.kcdnvip.com/gc/hkylxs09_1/index.m3u8
云南丽江蓝月谷,http://gcksc.v.kcdnvip.com/gc/ylxs12_1/index.m3u8
云南丽江蓝月谷中游湖面,http://gcksc.v.kcdnvip.com/gc/hkylxs08_1/index.m3u8
云南丽江一滴水过丽江,http://gcksc.v.kcdnvip.com/gc/hkylxs04_1/index.m3u8
云南丽江印象实景,http://gcksc.v.kcdnvip.com/gc/hkylxs01_1/index.m3u8
云南丽江玉龙雪山,http://gcksc.v.kcdnvip.com/gc/ylxs11_1/index.m3u8
云南丽江玉龙雪山草甸,http://gcksc.v.kcdnvip.com/gc/hkylxs06_1/index.m3u8
云南丽江玉液湖,http://gcksc.v.kcdnvip.com/gc/hkylxs02_1/index.m3u8
云台山百家岩,http://gcksc.v.kcdnvip.com/gc/ytsbjy_1/index.m3u8
云台山红石峡,http://gcksc.v.kcdnvip.com/gc/ytshsx_1/index.m3u8
云台山小寨沟,http://gcksc.v.kcdnvip.com/gc/ytsxzg_1/index.m3u8
云台山茱萸峰,http://gcksc.v.kcdnvip.com/gc/ytszyf_1/index.m3u8
张掖七彩丹霞,http://gcksc.v.kcdnvip.com/gc/zyqcdx01_1/index.m3u8
浙江杭州千岛湖,http://gcksc.v.kcdnvip.com/gc/caqdh_1/index.m3u8
浙江杭州云栖小镇,http://gccncc.v.wscdns.com/gc/wygjt2_1/index.m3u8
浙江杭州云栖小镇,http://gcksc.v.kcdnvip.com/gc/wygjt2_1/index.m3u8
浙江舟山东极岛,http://gcksc.v.kcdnvip.com/gc/djd01_1/index.m3u8
直播中国精编直播,http://gccncc.v.wscdns.com/gc/wgw05_1/index.m3u8
直播中国精编直播,http://gcksc.v.kcdnvip.com/gc/wgw05_1/index.m3u8
中央电视塔北,http://gcksc.v.kcdnvip.com/gc/ztb_1/index.m3u8
中央电视塔东,http://gcksc.v.kcdnvip.com/gc/ztd_1/index.m3u8
中央电视塔南,http://gcksc.v.kcdnvip.com/gc/ztn_1/index.m3u8
重庆李子坝轻轨站,http://gcksc.v.kcdnvip.com/gccntv240-lzb01_1/index.m3u8
重庆石柱华溪村,http://gccncc.v.wscdns.com/gc/jsh02_1/index.m3u8
重庆石柱华溪村,http://gcksc.v.kcdnvip.com/gc/jsh02_1/index.m3u8
测试频道,#genre#
Asia UHD,http://1.255.204.45:9981/stream/channelid/38708974
BasTV4K影院,http://117.148.187.83/PLTV/88888888/224/3221226718/index.m3u8
BTVKAKU少儿,rtmp://ivi.bupt.edu.cn:1935/livetv/btv10
BTV北京卫视,rtmp://ivi.bupt.edu.cn:1935/livetv/btv1hd
BTV财迷,rtmp://ivi.bupt.edu.cn:1935/livetv/btv5hd
BTV冬奥纪实,rtmp://ivi.bupt.edu.cn:1935/livetv/btv11hd
BTV科教,rtmp://ivi.bupt.edu.cn:1935/livetv/btv3hd
BTV青年,rtmp://ivi.bupt.edu.cn:1935/livetv/btv8hd
BTV生活,rtmp://ivi.bupt.edu.cn:1935/livetv/btv7hd
BTV文艺,rtmp://ivi.bupt.edu.cn:1935/livetv/btv2hd
BTV新闻,rtmp://ivi.bupt.edu.cn:1935/livetv/btv9hd
BTV影视,rtmp://ivi.bupt.edu.cn:1935/livetv/btv4hd
CCTV1,http://migu-xguaoxvh-3a408dcb.nip.io/a.php
CCTV1[1920*1080],http://182.138.51.79/PLTV/88888920/224/3221225792/index.m3u8
CCTV1[1920*1080],http://182.138.51.79/PLTV/88888920/224/3221225793/index.m3u8
CCTV16高清,http://ott-live.olympicchannel.com/out/u/OC1_1.m3u8
CCTV兵器科技,rtmp://ivi.bupt.edu.cn:1935/livetv/gfjstv
CCTV风云足球,rtmp://ivi.bupt.edu.cn:1935/livetv/fyzqtv
CHC高清电影,http://ivi.bupt.edu.cn/hls/chchd.m3u8
Dream TV UHD,http://1.255.204.45:9981/stream/channelid/1911924344
FOX电影台,http://192.154.103.74:8080/ZZ_foxaction/ZZ_foxaction.m3u8
G+谍战剧场,http://39.135.9.77/gz.ucdn.10086 ... dex.m3u8?fmt=ts2hls
G+动画乐园,http://39.135.9.77/gz.ucdn.10086 ... dex.m3u8?fmt=ts2hls
G+海外佳片,http://39.135.9.77/gz.ucdn.10086 ... dex.m3u8?fmt=ts2hls
G+华语影院,http://39.135.9.77/gz.ucdn.10086 ... dex.m3u8?fmt=ts2hls
G+经典剧场,http://39.135.9.77/gz.ucdn.10086 ... dex.m3u8?fmt=ts2hls
G+热门综艺,http://39.135.9.77/gz.ucdn.10086 ... dex.m3u8?fmt=ts2hls
GRTN文化,https://elive.grtn.cn/live/view.m3u8?auth_key=1602733199-0-0-ceff744c0d861058e290b9505f93ea40
ks2eb,http://zb.ahtv.tk:12316/jx/?url=http://zb.ahtv.tk:12316/ahtv/ahtv.m3u8
ksweb_dns,http://zb.ahtv.tk:12316/jx/?url=http://zb.ahtv.tk:12316/ahtv2/index.m3u8
ksweb教程,http://ahtv.ml:62312/ahtv/video.m3u8
movie_HD,http://112.17.40.140/PLTV/88888888/224/3221226176/index.m3u8
TVB星河国语台,http://192.154.103.74:8080/ZZ_xinghe/ZZ_xinghe.m3u8
UMAX UHD,http://1.255.204.45:9981/stream/channelid/481289914
UXN UHD,http://1.255.204.45:9981/stream/channelid/873335828
YY音乐991,http://sousou2.top/dl/yy1.php?t=54880976
安徽影视,http://zbbf2.ahtv.cn/live/756.m3u8
版纳一套,http://139.9.82.219/hls/bn-1/index.m3u8
保山一套,http://139.9.82.219/hls/bs-1/index.m3u8
北京影视,http://cctvtxyh5ca.liveplay.myqc ... tv4_2_hd/index.m3u8
财富天下,http://111.20.45.167/dbiptv.sn.c ... 21226350/index.m3u8
昌乐新闻HD,http://113.123.0.97:4007/rtp/239.21.1.245:5002
